n,f,obj,rel,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
10505,1,2100,0.523,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
10506,1,2220,0.553,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
10507,1,2320,0.578,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
10508,1,2090,0.521,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
10509,1,2190,0.545,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
10510,1,2310,0.575,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
10511,1,2410,0.600,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0
10512,1,1900,0.473,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
10513,1,2000,0.498,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
10514,1,2120,0.528,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
10515,1,2220,0.553,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
10516,1,1990,0.496,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
10517,1,2090,0.521,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
10518,1,2210,0.550,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
10519,1,2310,0.575,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0
10520,1,2300,0.573,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
10521,1,2400,0.598,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
10522,1,2520,0.628,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
10523,1,2620,0.653,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0
10524,1,2390,0.595,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0
10525,1,2490,0.620,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0
10526,1,2610,0.650,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
10527,1,2710,0.675,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0
10528,1,2000,0.498,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
10529,1,2100,0.523,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
10530,1,2220,0.553,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
10531,1,2320,0.578,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
10532,1,2090,0.521,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10533,1,2190,0.545,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10534,1,2310,0.575,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
10535,1,2410,0.600,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
10536,1,2400,0.598,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
10537,1,2500,0.623,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
10538,1,2620,0.653,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
10539,1,2720,0.677,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0
10540,1,2490,0.620,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0
10541,1,2590,0.645,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0
10542,1,2710,0.675,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
10543,1,2810,0.700,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0
10544,1,2300,0.573,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
10545,1,2400,0.598,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
10546,1,2520,0.628,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
10547,1,2620,0.653,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
10548,1,2390,0.595,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0
10549,1,2490,0.620,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0
10550,1,2610,0.650,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0
10551,1,2710,0.675,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0
10552,1,2700,0.672,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
10553,1,2800,0.697,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0
10554,1,2920,0.727,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0
10555,1,3020,0.752,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0
10556,1,2790,0.695,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0
10557,1,2890,0.720,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0
10558,1,3010,0.750,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0
10559,1,3110,0.775,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
10560,1,1805,0.450,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
10561,1,1905,0.474,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
10562,1,2025,0.504,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
10563,1,2125,0.529,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
10564,1,1895,0.472,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
10565,1,1995,0.497,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
10566,1,2115,0.527,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0
10567,1,2215,0.552,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
10568,1,2205,0.549,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
10569,1,2305,0.574,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
10570,1,2425,0.604,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
10571,1,2525,0.629,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
10572,1,2295,0.572,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
10573,1,2395,0.597,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
10574,1,2515,0.626,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0
10575,1,2615,0.651,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
10576,1,2105,0.524,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
10577,1,2205,0.549,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
10578,1,2325,0.579,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
10579,1,2425,0.604,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
10580,1,2195,0.547,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
10581,1,2295,0.572,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
10582,1,2415,0.601,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0
10583,1,2515,0.626,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0
10584,1,2505,0.624,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
10585,1,2605,0.649,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0
10586,1,2725,0.679,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
10587,1,2825,0.704,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
10588,1,2595,0.646,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0
10589,1,2695,0.671,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0
10590,1,2815,0.701,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0
10591,1,2915,0.726,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
10592,1,2205,0.549,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
10593,1,2305,0.574,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0
10594,1,2425,0.604,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
10595,1,2525,0.629,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0
10596,1,2295,0.572,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
10597,1,2395,0.597,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0
10598,1,2515,0.626,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0
10599,1,2615,0.651,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0
10600,1,2605,0.649,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0
10601,1,2705,0.674,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0
10602,1,2825,0.704,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
10603,1,2925,0.729,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0
10604,1,2695,0.671,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0
10605,1,2795,0.696,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0
10606,1,2915,0.726,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0
10607,1,3015,0.751,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0
10608,1,2505,0.624,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
10609,1,2605,0.649,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0
10610,1,2725,0.679,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0
10611,1,2825,0.704,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0
10612,1,2595,0.646,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0
10613,1,2695,0.671,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0
10614,1,2815,0.701,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0
10615,1,2915,0.726,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0
10616,1,2905,0.724,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0
10617,1,3005,0.748,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0
10618,1,3125,0.778,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0
10619,1,3225,0.803,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
10620,1,2995,0.746,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0
10621,1,3095,0.771,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0
10622,1,3215,0.801,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0
10623,1,3315,0.826,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
10624,1,1720,0.428,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
10625,1,1820,0.453,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
10626,1,1940,0.483,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
10627,1,2040,0.508,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
10628,1,1810,0.451,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
10629,1,1910,0.476,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
10630,1,2030,0.506,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
10631,1,2130,0.531,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
10632,1,2120,0.528,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
10633,1,2220,0.553,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
10634,1,2340,0.583,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
10635,1,2440,0.608,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0
10636,1,2210,0.550,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
10637,1,2310,0.575,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0
10638,1,2430,0.605,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
10639,1,2530,0.630,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0
10640,1,2020,0.503,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
10641,1,2120,0.528,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
10642,1,2240,0.558,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
10643,1,2340,0.583,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
10644,1,2110,0.526,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
10645,1,2210,0.550,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0
10646,1,2330,0.580,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0
10647,1,2430,0.605,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0
10648,1,2420,0.603,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
10649,1,2520,0.628,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
10650,1,2640,0.658,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
10651,1,2740,0.682,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0
10652,1,2510,0.625,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
10653,1,2610,0.650,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0
10654,1,2730,0.680,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0
10655,1,2830,0.705,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
10656,1,2120,0.528,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
10657,1,2220,0.553,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
10658,1,2340,0.583,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
10659,1,2440,0.608,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0
10660,1,2210,0.550,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
10661,1,2310,0.575,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
10662,1,2430,0.605,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
10663,1,2530,0.630,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0
10664,1,2520,0.628,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0
10665,1,2620,0.653,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
10666,1,2740,0.682,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0
10667,1,2840,0.707,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
10668,1,2610,0.650,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0
10669,1,2710,0.675,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
10670,1,2830,0.705,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0
10671,1,2930,0.730,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
10672,1,2420,0.603,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0
10673,1,2520,0.628,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0
10674,1,2640,0.658,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0
10675,1,2740,0.682,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0
10676,1,2510,0.625,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0
10677,1,2610,0.650,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0
10678,1,2730,0.680,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0
10679,1,2830,0.705,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0
10680,1,2820,0.702,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0
10681,1,2920,0.727,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0
10682,1,3040,0.757,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0
10683,1,3140,0.782,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
10684,1,2910,0.725,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0
10685,1,3010,0.750,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
10686,1,3130,0.780,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0
10687,1,3230,0.804,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
10688,1,1925,0.479,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
10689,1,2025,0.504,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0
10690,1,2145,0.534,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
10691,1,2245,0.559,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0
10692,1,2015,0.502,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
10693,1,2115,0.527,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0
10694,1,2235,0.557,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0
10695,1,2335,0.582,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0
10696,1,2325,0.579,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
10697,1,2425,0.604,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
10698,1,2545,0.634,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0
10699,1,2645,0.659,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0
10700,1,2415,0.601,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0
10701,1,2515,0.626,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0
10702,1,2635,0.656,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0
10703,1,2735,0.681,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0
10704,1,2225,0.554,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
10705,1,2325,0.579,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0
10706,1,2445,0.609,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0
10707,1,2545,0.634,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0
10708,1,2315,0.577,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0
10709,1,2415,0.601,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0
10710,1,2535,0.631,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0
10711,1,2635,0.656,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0
10712,1,2625,0.654,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
10713,1,2725,0.679,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
10714,1,2845,0.709,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0
10715,1,2945,0.733,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0
10716,1,2715,0.676,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
10717,1,2815,0.701,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0
10718,1,2935,0.731,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0
10719,1,3035,0.756,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
10720,1,2325,0.579,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
10721,1,2425,0.604,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0
10722,1,2545,0.634,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0
10723,1,2645,0.659,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0
10724,1,2415,0.601,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
10725,1,2515,0.626,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0
10726,1,2635,0.656,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
10727,1,2735,0.681,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
10728,1,2725,0.679,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0
10729,1,2825,0.704,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
10730,1,2945,0.733,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0
10731,1,3045,0.758,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
10732,1,2815,0.701,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0
10733,1,2915,0.726,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0
10734,1,3035,0.756,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0
10735,1,3135,0.781,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
10736,1,2625,0.654,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0
10737,1,2725,0.679,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0
10738,1,2845,0.709,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0
10739,1,2945,0.733,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0
10740,1,2715,0.676,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0
10741,1,2815,0.701,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0
10742,1,2935,0.731,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0
10743,1,3035,0.756,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0
10744,1,3025,0.753,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0
10745,1,3125,0.778,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
10746,1,3245,0.808,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0
10747,0,3345,0.833,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0
10748,1,3115,0.776,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0
10749,0,3215,0.801,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
10750,0,3335,0.831,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0
10751,0,3435,0.856,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
10752,1,2020,0.503,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10753,1,2120,0.528,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10754,1,2240,0.558,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
10755,1,2340,0.583,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
10756,1,2110,0.526,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
10757,1,2210,0.550,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
10758,1,2330,0.580,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
10759,1,2430,0.605,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
10760,1,2420,0.603,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
10761,1,2520,0.628,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
10762,1,2640,0.658,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
10763,1,2740,0.682,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
10764,1,2510,0.625,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
10765,1,2610,0.650,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
10766,1,2730,0.680,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
10767,1,2830,0.705,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
10768,1,2320,0.578,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
10769,1,2420,0.603,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
10770,1,2540,0.633,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
10771,1,2640,0.658,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
10772,1,2410,0.600,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
10773,1,2510,0.625,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
10774,1,2630,0.655,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
10775,1,2730,0.680,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0
10776,1,2720,0.677,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
10777,1,2820,0.702,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
10778,1,2940,0.732,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
10779,1,3040,0.757,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
10780,1,2810,0.700,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
10781,1,2910,0.725,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0
10782,1,3030,0.755,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
10783,1,3130,0.780,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
10784,1,2420,0.603,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
10785,1,2520,0.628,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
10786,1,2640,0.658,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
10787,1,2740,0.682,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
10788,1,2510,0.625,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
10789,1,2610,0.650,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
10790,1,2730,0.680,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
10791,1,2830,0.705,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
10792,1,2820,0.702,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
10793,1,2920,0.727,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
10794,1,3040,0.757,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
10795,1,3140,0.782,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
10796,1,2910,0.725,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
10797,1,3010,0.750,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0
10798,1,3130,0.780,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0
10799,1,3230,0.804,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
10800,1,2720,0.677,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
10801,1,2820,0.702,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
10802,1,2940,0.732,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
10803,1,3040,0.757,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0
10804,1,2810,0.700,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
10805,1,2910,0.725,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
10806,1,3030,0.755,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0
10807,1,3130,0.780,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
10808,1,3120,0.777,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
10809,1,3220,0.802,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0
10810,1,3340,0.832,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
10811,1,3440,0.857,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
10812,1,3210,0.800,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
10813,1,3310,0.824,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0
10814,1,3430,0.854,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0
10815,1,3530,0.879,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
10816,1,2225,0.554,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
10817,1,2325,0.579,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
10818,1,2445,0.609,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
10819,1,2545,0.634,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
10820,1,2315,0.577,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
10821,1,2415,0.601,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
10822,1,2535,0.631,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0
10823,1,2635,0.656,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0
10824,1,2625,0.654,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
10825,1,2725,0.679,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
10826,1,2845,0.709,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
10827,1,2945,0.733,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
10828,1,2715,0.676,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
10829,1,2815,0.701,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
10830,1,2935,0.731,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
10831,1,3035,0.756,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
10832,1,2525,0.629,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
10833,1,2625,0.654,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
10834,1,2745,0.684,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
10835,1,2845,0.709,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
10836,1,2615,0.651,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
