n,x,y,f,rel
2782,53,28,1,0.512
2783,53,27,1,0.537
2784,53,26,1,0.360
2785,53,25,1,0.385
2786,53,24,1,0.415
2787,53,23,1,0.440
2788,53,22,1,0.382
2789,53,21,1,0.407
2790,53,20,1,0.437
2791,53,19,1,0.462
2792,53,18,1,0.460
2793,53,17,1,0.484
2794,53,16,1,0.514
2795,53,15,1,0.539
2796,53,14,1,0.482
2797,53,13,1,0.507
2798,53,12,1,0.537
2799,53,11,1,0.562
2800,53,10,1,0.435
2801,53,9,1,0.460
2802,53,8,1,0.489
2803,53,7,1,0.514
2804,53,6,1,0.457
2805,53,5,1,0.482
2806,53,4,1,0.512
2807,53,3,1,0.537
2808,53,2,1,0.534
2809,53,1,1,0.559
2810,54,1,1,0.589
2811,54,2,1,0.614
2812,54,3,1,0.557
2813,54,4,1,0.582
2814,54,5,1,0.611
2815,54,6,1,0.636
2816,54,7,1,0.219
2817,54,8,1,0.244
2818,54,9,1,0.274
2819,54,10,1,0.299
2820,54,11,1,0.242
2821,54,12,1,0.267
2822,54,13,1,0.296
2823,54,14,1,0.321
2824,54,15,1,0.319
2825,54,16,1,0.344
2826,54,17,1,0.374
2827,54,18,1,0.399
2828,54,19,1,0.341
2829,54,20,1,0.366
2830,54,21,1,0.396
2831,54,22,1,0.421
2832,54,23,1,0.294
2833,54,24,1,0.319
2834,54,25,1,0.349
2835,54,26,1,0.374
2836,54,27,1,0.316
2837,54,28,1,0.341
2838,54,29,1,0.371
2839,54,30,1,0.396
2840,54,31,1,0.394
2841,54,32,1,0.418
2842,54,33,1,0.448
2843,54,34,1,0.473
2844,54,35,1,0.416
2845,54,36,1,0.441
2846,54,37,1,0.471
2847,54,38,1,0.496
2848,54,39,1,0.319
2849,54,40,1,0.344
2850,54,41,1,0.374
2851,54,42,1,0.399
2852,54,43,1,0.341
2853,54,44,1,0.366
2854,54,45,1,0.396
2855,54,46,1,0.421
2856,54,47,1,0.418
2857,54,48,1,0.443
2858,54,49,1,0.473
2859,54,50,1,0.498
2860,54,51,1,0.441
2861,54,52,1,0.466
2862,54,53,1,0.496
2863,54,54,1,0.521
2864,53,54,1,0.394
2865,52,54,1,0.418
2866,51,54,1,0.448
2867,50,54,1,0.473
2868,49,54,1,0.416
2869,48,54,1,0.441
2870,47,54,1,0.471
2871,46,54,1,0.496
2872,45,54,1,0.493
2873,44,54,1,0.518
2874,43,54,1,0.548
2875,42,54,1,0.573
2876,41,54,1,0.516
2877,40,54,1,0.540
2878,39,54,1,0.570
2879,38,54,1,0.595
2880,37,54,1,0.270
2881,36,54,1,0.295
2882,35,54,1,0.325
2883,34,54,1,0.350
2884,33,54,1,0.293
2885,32,54,1,0.318
2886,31,54,1,0.347
2887,30,54,1,0.372
2888,29,54,1,0.370
2889,28,54,1,0.395
2890,27,54,1,0.425
2891,26,54,1,0.450
2892,25,54,1,0.392
2893,24,54,1,0.417
2894,23,54,1,0.447
2895,22,54,1,0.472
2896,21,54,1,0.345
2897,20,54,1,0.370
2898,19,54,1,0.400
2899,18,54,1,0.425
2900,17,54,1,0.367
2901,16,54,1,0.392
2902,15,54,1,0.422
2903,14,54,1,0.447
2904,13,54,1,0.445
2905,12,54,1,0.469
2906,11,54,1,0.499
2907,10,54,1,0.524
2908,9,54,1,0.467
2909,8,54,1,0.492
2910,7,54,1,0.522
2911,6,54,1,0.547
2912,5,54,1,0.370
2913,4,54,1,0.395
2914,3,54,1,0.425
2915,2,54,1,0.450
2916,1,54,1,0.392
2917,1,55,1,0.417
2918,2,55,1,0.447
2919,3,55,1,0.472
2920,4,55,1,0.469
2921,5,55,1,0.494
2922,6,55,1,0.524
2923,7,55,1,0.549
2924,8,55,1,0.492
2925,9,55,1,0.517
2926,10,55,1,0.547
2927,11,55,1,0.572
2928,12,55,1,0.445
2929,13,55,1,0.469
2930,14,55,1,0.499
2931,15,55,1,0.524
2932,16,55,1,0.467
2933,17,55,1,0.492
2934,18,55,1,0.522
2935,19,55,1,0.547
2936,20,55,1,0.544
2937,21,55,1,0.569
2938,22,55,1,0.599
2939,23,55,1,0.624
2940,24,55,1,0.567
2941,25,55,1,0.592
2942,26,55,1,0.621
2943,27,55,1,0.646
2944,28,55,1,0.249
2945,29,55,1,0.274
2946,30,55,1,0.304
2947,31,55,1,0.329
2948,32,55,1,0.271
2949,33,55,1,0.296
2950,34,55,1,0.326
2951,35,55,1,0.351
2952,36,55,1,0.349
2953,37,55,1,0.374
2954,38,55,1,0.403
2955,39,55,1,0.428
2956,40,55,1,0.371
2957,41,55,1,0.396
2958,42,55,1,0.426
2959,43,55,1,0.451
2960,44,55,1,0.324
2961,45,55,1,0.349
2962,46,55,1,0.379
2963,47,55,1,0.403
2964,48,55,1,0.346
2965,49,55,1,0.371
2966,50,55,1,0.401
2967,51,55,1,0.426
2968,52,55,1,0.423
2969,53,55,1,0.448
2970,54,55,1,0.478
2971,55,55,1,0.503
2972,55,54,1,0.446
2973,55,53,1,0.471
2974,55,52,1,0.501
2975,55,51,1,0.526
2976,55,50,1,0.349
2977,55,49,1,0.374
2978,55,48,1,0.403
2979,55,47,1,0.428
2980,55,46,1,0.371
2981,55,45,1,0.396
2982,55,44,1,0.426
2983,55,43,1,0.451
2984,55,42,1,0.448
2985,55,41,1,0.473
2986,55,40,1,0.503
2987,55,39,1,0.528
2988,55,38,1,0.471
2989,55,37,1,0.496
2990,55,36,1,0.526
2991,55,35,1,0.550
2992,55,34,1,0.423
2993,55,33,1,0.448
2994,55,32,1,0.478
2995,55,31,1,0.503
2996,55,30,1,0.446
2997,55,29,1,0.471
2998,55,28,1,0.501
2999,55,27,1,0.526
3000,55,26,1,0.523
3001,55,25,1,0.548
3002,55,24,1,0.578
3003,55,23,1,0.603
3004,55,22,1,0.545
3005,55,21,1,0.570
3006,55,20,1,0.600
3007,55,19,1,0.625
3008,55,18,1,0.300
3009,55,17,1,0.325
3010,55,16,1,0.355
3011,55,15,1,0.380
3012,55,14,1,0.323
3013,55,13,1,0.347
3014,55,12,1,0.377
3015,55,11,1,0.402
3016,55,10,1,0.400
3017,55,9,1,0.425
3018,55,8,1,0.455
3019,55,7,1,0.479
3020,55,6,1,0.422
3021,55,5,1,0.447
3022,55,4,1,0.477
3023,55,3,1,0.502
3024,55,2,1,0.375
3025,55,1,1,0.400
3026,56,1,1,0.430
3027,56,2,1,0.455
3028,56,3,1,0.397
3029,56,4,1,0.422
3030,56,5,1,0.452
3031,56,6,1,0.477
3032,56,7,1,0.474
3033,56,8,1,0.499
3034,56,9,1,0.529
3035,56,10,1,0.554
3036,56,11,1,0.497
3037,56,12,1,0.522
3038,56,13,1,0.552
3039,56,14,1,0.577
3040,56,15,1,0.400
3041,56,16,1,0.425
3042,56,17,1,0.455
3043,56,18,1,0.479
3044,56,19,1,0.422
3045,56,20,1,0.447
3046,56,21,1,0.477
3047,56,22,1,0.502
3048,56,23,1,0.499
3049,56,24,1,0.524
3050,56,25,1,0.554
3051,56,26,1,0.579
3052,56,27,1,0.522
3053,56,28,1,0.547
3054,56,29,1,0.577
3055,56,30,1,0.601
3056,56,31,1,0.474
3057,56,32,1,0.499
3058,56,33,1,0.529
3059,56,34,1,0.554
3060,56,35,1,0.497
3061,56,36,1,0.522
3062,56,37,1,0.552
3063,56,38,1,0.577
3064,56,39,1,0.574
3065,56,40,1,0.599
3066,56,41,1,0.629
3067,56,42,1,0.654
3068,56,43,1,0.597
3069,56,44,1,0.621
3070,56,45,1,0.651
3071,56,46,1,0.676
3072,56,47,1,0.134
3073,56,48,1,0.159
3074,56,49,1,0.189
3075,56,50,1,0.214
3076,56,51,1,0.157
3077,56,52,1,0.182
3078,56,53,1,0.212
3079,56,54,1,0.237
3080,56,55,1,0.234
3081,56,56,1,0.259
3082,55,56,1,0.289
3083,54,56,1,0.314
3084,53,56,1,0.257
3085,52,56,1,0.281
3086,51,56,1,0.311
3087,50,56,1,0.336
3088,49,56,1,0.209
3089,48,56,1,0.234
3090,47,56,1,0.264
3091,46,56,1,0.289
3092,45,56,1,0.232
3093,44,56,1,0.257
3094,43,56,1,0.286
3095,42,56,1,0.311
3096,41,56,1,0.309
3097,40,56,1,0.334
3098,39,56,1,0.364
3099,38,56,1,0.389
3100,37,56,1,0.331
3101,36,56,1,0.356
3102,35,56,1,0.386
3103,34,56,1,0.411
3104,33,56,1,0.234
3105,32,56,1,0.259
3106,31,56,1,0.289
3107,30,56,1,0.314
3108,29,56,1,0.257
3109,28,56,1,0.281
3110,27,56,1,0.311
3111,26,56,1,0.336
3112,25,56,1,0.334
3113,24,56,1,0.359
3114,23,56,1,0.389
3115,22,56,1,0.413
3116,21,56,1,0.356
3117,20,56,1,0.381
3118,19,56,1,0.411
3119,18,56,1,0.436
3120,17,56,1,0.309
3121,16,56,1,0.334
3122,15,56,1,0.364
3123,14,56,1,0.389
3124,13,56,1,0.331
3125,12,56,1,0.356
3126,11,56,1,0.386
3127,10,56,1,0.411
3128,9,56,1,0.408
3129,8,56,1,0.433
3130,7,56,1,0.463
3131,6,56,1,0.488
3132,5,56,1,0.431
3133,4,56,1,0.456
3134,3,56,1,0.486
3135,2,56,1,0.511
3136,1,56,1,0.186
3137,1,57,1,0.210
3138,2,57,1,0.240
3139,3,57,1,0.265
3140,4,57,1,0.208
3141,5,57,1,0.233
3142,6,57,1,0.263
3143,7,57,1,0.288
3144,8,57,1,0.285
3145,9,57,1,0.310
3146,10,57,1,0.340
3147,11,57,1,0.365
3148,12,57,1,0.308
3149,13,57,1,0.333
3150,14,57,1,0.362
3151,15,57,1,0.387
3152,16,57,1,0.260
3153,17,57,1,0.285
3154,18,57,1,0.315
3155,19,57,1,0.340
3156,20,57,1,0.283
3157,21,57,1,0.308
3158,22,57,1,0.337
3159,23,57,1,0.362
3160,24,57,1,0.360
3161,25,57,1,0.385
3162,26,57,1,0.415
3163,27,57,1,0.440
3164,28,57,1,0.382
3165,29,57,1,0.407
3166,30,57,1,0.437
3167,31,57,1,0.462
3168,32,57,1,0.285
3169,33,57,1,0.310
3170,34,57,1,0.340
3171,35,57,1,0.365
3172,36,57,1,0.308
3173,37,57,1,0.333
3174,38,57,1,0.362
3175,39,57,1,0.387
3176,40,57,1,0.385
3177,41,57,1,0.410
3178,42,57,1,0.440
3179,43,57,1,0.465
3180,44,57,1,0.407
3181,45,57,1,0.432
3182,46,57,1,0.462
3183,47,57,1,0.487
3184,48,57,1,0.360
3185,49,57,1,0.385
3186,50,57,1,0.415
3187,51,57,1,0.440
3188,52,57,1,0.382
3189,53,57,1,0.407
3190,54,57,1,0.437
3191,55,57,1,0.462
3192,56,57,1,0.460
3193,57,57,1,0.484
3194,57,56,1,0.514
3195,57,55,0,0.539
3196,57,54,1,0.482
3197,57,53,0,0.507
3198,57,52,0,0.537
3199,57,51,0,0.562
3200,57,50,1,0.164
3201,57,49,1,0.189
3202,57,48,1,0.219
3203,57,47,1,0.244
3204,57,46,1,0.187
3205,57,45,1,0.212
3206,57,44,1,0.242
3207,57,43,1,0.267
3208,57,42,1,0.264
3209,57,41,1,0.289
3210,57,40,1,0.319
3211,57,39,1,0.344
3212,57,38,1,0.286
3213,57,37,1,0.311
3214,57,36,1,0.341
3215,57,35,1,0.366
3216,57,34,1,0.239
3217,57,33,1,0.264
3218,57,32,1,0.294
3219,57,31,1,0.319
3220,57,30,1,0.262
3221,57,29,1,0.286
3222,57,28,1,0.316
3223,57,27,1,0.341
3224,57,26,1,0.339
3225,57,25,1,0.364
3226,57,24,1,0.394
3227,57,23,1,0.418
3228,57,22,1,0.361
3229,57,21,1,0.386
3230,57,20,1,0.416
3231,57,19,1,0.441
3232,57,18,1,0.264
3233,57,17,1,0.289
3234,57,16,1,0.319
3235,57,15,1,0.344
3236,57,14,1,0.286
3237,57,13,1,0.311
3238,57,12,1,0.341
3239,57,11,1,0.366
3240,57,10,1,0.364
3241,57,9,1,0.389
3242,57,8,1,0.418
3243,57,7,1,0.443
3244,57,6,1,0.386
3245,57,5,1,0.411
3246,57,4,1,0.441
3247,57,3,1,0.466
3248,57,2,1,0.339
3249,57,1,1,0.364
3250,58,1,1,0.394
3251,58,2,1,0.418
3252,58,3,1,0.361
3253,58,4,1,0.386
3254,58,5,1,0.416
3255,58,6,1,0.441
3256,58,7,1,0.438
3257,58,8,1,0.463
3258,58,9,1,0.493
3259,58,10,1,0.518
3260,58,11,1,0.461
3261,58,12,1,0.486
3262,58,13,1,0.516
3263,58,14,0,0.540
3264,58,15,1,0.215
3265,58,16,1,0.240
3266,58,17,1,0.270
3267,58,18,1,0.295
3268,58,19,1,0.238
3269,58,20,1,0.263
3270,58,21,1,0.293
3271,58,22,1,0.318
3272,58,23,1,0.315
3273,58,24,1,0.340
3274,58,25,1,0.370
3275,58,26,1,0.395
3276,58,27,1,0.337
3277,58,28,1,0.362
3278,58,29,1,0.392
3279,58,30,1,0.417
3280,58,31,1,0.290
3281,58,32,1,0.315
3282,58,33,1,0.345
3283,58,34,1,0.370
3284,58,35,1,0.313
3285,58,36,1,0.337
3286,58,37,1,0.367
3287,58,38,1,0.392
3288,58,39,1,0.390
3289,58,40,1,0.415
3290,58,41,1,0.445
3291,58,42,1,0.469
3292,58,43,1,0.412
3293,58,44,1,0.437
3294,58,45,1,0.467
3295,58,46,1,0.492
3296,58,47,1,0.315
3297,58,48,1,0.340
3298,58,49,1,0.370
3299,58,50,1,0.395
3300,58,51,1,0.337
3301,58,52,1,0.362
3302,58,53,1,0.392
3303,58,54,1,0.417
3304,58,55,1,0.415
3305,58,56,1,0.440
3306,58,57,1,0.469
3307,58,58,1,0.494
3308,57,58,1,0.437
3309,56,58,1,0.462
3310,55,58,1,0.492
3311,54,58,1,0.517
3312,53,58,1,0.390
3313,52,58,1,0.415
3314,51,58,1,0.445
3315,50,58,1,0.469
3316,49,58,1,0.412
3317,48,58,1,0.437
3318,47,58,1,0.467
3319,46,58,1,0.492
3320,45,58,1,0.489
3321,44,58,1,0.514
3322,43,58,0,0.544
3323,42,58,0,0.569
3324,41,58,0,0.512
3325,40,58,0,0.537
3326,39,58,0,0.567
3327,38,58,0,0.592
3328,37,58,1,0.174
3329,36,58,1,0.199
3330,35,58,1,0.229
3331,34,58,1,0.254
3332,33,58,1,0.197
3333,32,58,1,0.222
3334,31,58,1,0.252
3335,30,58,1,0.276
3336,29,58,1,0.274
3337,28,58,1,0.299
3338,27,58,1,0.329
3339,26,58,1,0.354
3340,25,58,1,0.296
3341,24,58,1,0.321
3342,23,58,1,0.351
3343,22,58,1,0.376
3344,21,58,1,0.249
3345,20,58,1,0.274
3346,19,58,1,0.304
3347,18,58,1,0.329
3348,17,58,1,0.271
3349,16,58,1,0.296
3350,15,58,1,0.326
3351,14,58,1,0.351
3352,13,58,1,0.349
3353,12,58,1,0.374
3354,11,58,1,0.403
3355,10,58,1,0.428
3356,9,58,1,0.371
3357,8,58,1,0.396
3358,7,58,1,0.426
3359,6,58,1,0.451
3360,5,58,1,0.274
3361,4,58,1,0.299
3362,3,58,1,0.329
3363,2,58,1,0.354
3364,1,58,1,0.296
3365,1,59,1,0.321
3366,2,59,1,0.351
3367,3,59,1,0.376
3368,4,59,1,0.374
3369,5,59,1,0.399
3370,6,59,1,0.428
3371,7,59,1,0.453
3372,8,59,1,0.396
3373,9,59,1,0.421
3374,10,59,1,0.451
3375,11,59,1,0.476
3376,12,59,1,0.349
3377,13,59,1,0.374
3378,14,59,1,0.403
3379,15,59,1,0.428
3380,16,59,1,0.371
3381,17,59,1,0.396
3382,18,59,1,0.426
3383,19,59,1,0.451
3384,20,59,1,0.448
3385,21,59,0,0.473
3386,22,59,0,0.503
3387,23,59,0,0.528
3388,24,59,0,0.471
3389,25,59,0,0.496
3390,26,59,0,0.526
3391,27,59,0,0.550
3392,28,59,1,0.225
3393,29,59,1,0.250
3394,30,59,1,0.280
3395,31,59,1,0.305
3396,32,59,1,0.248
3397,33,59,1,0.273
3398,34,59,1,0.303
3399,35,59,1,0.328
3400,36,59,1,0.325
3401,37,59,1,0.350
3402,38,59,1,0.380
3403,39,59,1,0.405
3404,40,59,1,0.347
3405,41,59,1,0.372
3406,42,59,1,0.402
3407,43,59,1,0.427
3408,44,59,1,0.300
3409,45,59,1,0.325
3410,46,59,1,0.355
3411,47,59,1,0.380
3412,48,59,1,0.323
3413,49,59,1,0.347
3414,50,59,1,0.377
3415,51,59,1,0.402
3416,52,59,1,0.400
3417,53,59,1,0.425
3418,54,59,1,0.455
3419,55,59,1,0.479
3420,56,59,1,0.422
3421,57,59,1,0.447
3422,58,59,1,0.477
3423,59,59,1,0.502
3424,59,58,1,0.325
3425,59,57,1,0.350
3426,59,56,1,0.380
3427,59,55,1,0.405
3428,59,54,1,0.347
3429,59,53,1,0.372
3430,59,52,1,0.402
3431,59,51,1,0.427
3432,59,50,1,0.425
3433,59,49,1,0.450
3434,59,48,1,0.479
3435,59,47,1,0.504
3436,59,46,1,0.447
3437,59,45,1,0.472
3438,59,44,1,0.502
3439,59,43,1,0.527
3440,59,42,1,0.400
3441,59,41,1,0.425
3442,59,40,1,0.455
3443,59,39,1,0.479
3444,59,38,1,0.422
3445,59,37,1,0.447
3446,59,36,1,0.477
3447,59,35,1,0.502
3448,59,34,0,0.499
3449,59,33,0,0.524
3450,59,32,0,0.554
3451,59,31,0,0.579
3452,59,30,0,0.522
3453,59,29,0,0.547
3454,59,28,0,0.577
3455,59,27,0,0.601
3456,59,26,1,0.204
3457,59,25,1,0.229
3458,59,24,1,0.259
3459,59,23,1,0.284
3460,59,22,1,0.227
3461,59,21,1,0.252
3462,59,20,1,0.281
3463,59,19,1,0.306
3464,59,18,1,0.304
3465,59,17,1,0.329
3466,59,16,1,0.359
3467,59,15,1,0.384
3468,59,14,1,0.326
3469,59,13,1,0.351
3470,59,12,1,0.381
3471,59,11,1,0.406
3472,59,10,1,0.279
3473,59,9,1,0.304
3474,59,8,1,0.334
3475,59,7,1,0.359
3476,59,6,1,0.301
3477,59,5,1,0.326
3478,59,4,1,0.356
3479,59,3,1,0.381
3480,59,2,1,0.379
3481,59,1,1,0.403
3482,60,1,1,0.433
3483,60,2,1,0.458
3484,60,3,1,0.401
3485,60,4,1,0.426
3486,60,5,1,0.456
3487,60,6,1,0.481
3488,60,7,1,0.304
3489,60,8,1,0.329
3490,60,9,1,0.359
3491,60,10,1,0.384
3492,60,11,1,0.326
3493,60,12,1,0.351
3494,60,13,1,0.381
3495,60,14,1,0.406
3496,60,15,1,0.403
3497,60,16,1,0.428
3498,60,17,1,0.458
3499,60,18,1,0.483
3500,60,19,1,0.426
3501,60,20,1,0.451
3502,60,21,1,0.481
3503,60,22,1,0.506
3504,60,23,1,0.379
3505,60,24,1,0.403
3506,60,25,1,0.433
3507,60,26,1,0.458
3508,60,27,1,0.401
3509,60,28,1,0.426
3510,60,29,1,0.456
3511,60,30,1,0.481
3512,60,31,0,0.478
3513,60,32,0,0.503
3514,60,33,0,0.533
3515,60,34,0,0.558
3516,60,35,0,0.501
3517,60,36,0,0.526
3518,60,37,0,0.555
3519,60,38,0,0.580
3520,60,39,1,0.255
3521,60,40,1,0.280
3522,60,41,1,0.310
3523,60,42,1,0.335
3524,60,43,1,0.278
3525,60,44,1,0.303
3526,60,45,1,0.333
3527,60,46,1,0.357
3528,60,47,1,0.355
3529,60,48,1,0.380
3530,60,49,1,0.410
3531,60,50,1,0.435
3532,60,51,1,0.377
3533,60,52,1,0.402
3534,60,53,1,0.432
3535,60,54,1,0.457
3536,60,55,1,0.330
3537,60,56,1,0.355
3538,60,57,1,0.385
3539,60,58,1,0.410
3540,60,59,1,0.352
3541,60,60,1,0.377
3542,59,60,1,0.407
3543,58,60,1,0.432
3544,57,60,1,0.430
3545,56,60,1,0.455
3546,55,60,1,0.484
3547,54,60,1,0.509
3548,53,60,1,0.452
3549,52,60,1,0.477
3550,51,60,1,0.507
3551,50,60,1,0.532
3552,49,60,1,0.355
3553,48,60,1,0.380
3554,47,60,1,0.410
3555,46,60,1,0.435
3556,45,60,1,0.377
3557,44,60,1,0.402
3558,43,60,1,0.432
3559,42,60,1,0.457
3560,41,60,1,0.455
3561,40,60,1,0.479
3562,39,60,1,0.509
3563,38,60,1,0.534
3564,37,60,1,0.477
3565,36,60,1,0.502
3566,35,60,1,0.532
3567,34,60,0,0.557
3568,33,60,1,0.430
3569,32,60,1,0.455
3570,31,60,1,0.484
3571,30,60,1,0.509
3572,29,60,1,0.452
3573,28,60,1,0.477
3574,27,60,1,0.507
3575,26,60,0,0.532
3576,25,60,0,0.529
3577,24,60,0,0.554
3578,23,60,0,0.584
3579,22,60,0,0.609
3580,21,60,0,0.552
3581,20,60,0,0.577
3582,19,60,0,0.606
3583,18,60,0,0.631
3584,17,60,1,0.279
3585,16,60,1,0.304
3586,15,60,1,0.334
3587,14,60,1,0.359
3588,13,60,1,0.301
3589,12,60,1,0.326
3590,11,60,1,0.356
3591,10,60,1,0.381
3592,9,60,1,0.379
3593,8,60,1,0.403
3594,7,60,1,0.433
3595,6,60,1,0.458
3596,5,60,1,0.401
3597,4,60,1,0.426
3598,3,60,1,0.456
3599,2,60,1,0.481
3600,1,60,1,0.354
3601,1,61,1,0.379
3602,2,61,1,0.408
3603,3,61,1,0.433
3604,4,61,1,0.376
3605,5,61,1,0.401
3606,6,61,1,0.431
3607,7,61,1,0.456
3608,8,61,1,0.453
3609,9,61,1,0.478
3610,10,61,1,0.508
3611,11,61,1,0.533
3612,12,61,1,0.476
3613,13,61,1,0.501
3614,14,61,1,0.531
3615,15,61,1,0.555
3616,16,61,1,0.379
3617,17,61,1,0.403
3618,18,61,1,0.433
3619,19,61,1,0.458
3620,20,61,1,0.401
3621,21,61,1,0.426
3622,22,61,1,0.456
3623,23,61,1,0.481
3624,24,61,1,0.478
3625,25,61,1,0.503
3626,26,61,1,0.533
3627,27,61,1,0.558
3628,28,61,1,0.501
3629,29,61,1,0.526
3630,30,61,1,0.555
3631,31,61,1,0.580
3632,32,61,1,0.453
3633,33,61,1,0.478
3634,34,61,1,0.508
3635,35,61,1,0.533
3636,36,61,1,0.476
3637,37,61,1,0.501
3638,38,61,1,0.531
3639,39,61,1,0.555
3640,40,61,1,0.553
3641,41,61,0,0.578
3642,42,61,0,0.608
3643,43,61,0,0.633
3644,44,61,0,0.575
3645,45,61,0,0.600
3646,46,61,0,0.630
3647,47,61,0,0.655
3648,48,61,1,0.330
3649,49,61,1,0.355
3650,50,61,1,0.385
3651,51,61,1,0.410
3652,52,61,1,0.352
3653,53,61,1,0.377
3654,54,61,1,0.407
3655,55,61,1,0.432
3656,56,61,1,0.430
3657,57,61,1,0.455
3658,58,61,1,0.484
3659,59,61,1,0.509
3660,60,61,1,0.452
3661,61,61,1,0.477
3662,61,60,1,0.507
3663,61,59,1,0.532
3664,61,58,1,0.405
3665,61,57,1,0.430
3666,61,56,1,0.460
3667,61,55,1,0.484
3668,61,54,1,0.427
3669,61,53,1,0.452
3670,61,52,1,0.482
3671,61,51,1,0.507
3672,61,50,1,0.504
3673,61,49,1,0.529
3674,61,48,1,0.559
3675,61,47,1,0.584
3676,61,46,1,0.527
3677,61,45,1,0.552
3678,61,44,1,0.582
3679,61,43,1,0.606
3680,61,42,1,0.430
3681,61,41,1,0.455
3682,61,40,1,0.484
3683,61,39,1,0.509
3684,61,38,1,0.452
3685,61,37,1,0.477
3686,61,36,1,0.507
3687,61,35,1,0.532
3688,61,34,1,0.529
3689,61,33,1,0.554
3690,61,32,1,0.584
3691,61,31,1,0.609
3692,61,30,1,0.552
3693,61,29,1,0.577
3694,61,28,1,0.606
3695,61,27,0,0.631
3696,61,26,1,0.504
3697,61,25,1,0.529
3698,61,24,1,0.559
3699,61,23,1,0.584
3700,61,22,1,0.527
3701,61,21,1,0.552
3702,61,20,1,0.582
3703,61,19,0,0.606
3704,61,18,0,0.604
3705,61,17,0,0.629
3706,61,16,0,0.659
3707,61,15,0,0.684
3708,61,14,0,0.626
3709,61,13,0,0.651
3710,61,12,0,0.681
3711,61,11,0,0.706
3712,61,10,1,0.309
3713,61,9,1,0.334
3714,61,8,1,0.364
3715,61,7,1,0.389
3716,61,6,1,0.331
3717,61,5,1,0.356
3718,61,4,1,0.386
3719,61,3,1,0.411
3720,61,2,1,0.408
3721,61,1,1,0.433
3722,62,1,1,0.463
3723,62,2,1,0.488
3724,62,3,1,0.431
3725,62,4,1,0.456
3726,62,5,1,0.486
3727,62,6,1,0.511
3728,62,7,1,0.384
3729,62,8,1,0.408
3730,62,9,1,0.438
3731,62,10,1,0.463
3732,62,11,1,0.406
3733,62,12,1,0.431
3734,62,13,1,0.461
3735,62,14,1,0.486
3736,62,15,1,0.483
3737,62,16,1,0.508
3738,62,17,1,0.538
3739,62,18,1,0.563
3740,62,19,1,0.506
3741,62,20,1,0.531
3742,62,21,1,0.560
3743,62,22,1,0.585
3744,62,23,1,0.408
3745,62,24,1,0.433
3746,62,25,1,0.463
3747,62,26,1,0.488
3748,62,27,1,0.431
3749,62,28,1,0.456
3750,62,29,1,0.486
3751,62,30,1,0.511
3752,62,31,1,0.508
3753,62,32,1,0.533
3754,62,33,1,0.563
3755,62,34,1,0.588
3756,62,35,1,0.531
3757,62,36,1,0.555
3758,62,37,1,0.585
3759,62,38,1,0.610
3760,62,39,1,0.483
3761,62,40,1,0.508
3762,62,41,1,0.538
3763,62,42,1,0.563
3764,62,43,1,0.506
3765,62,44,1,0.531
3766,62,45,1,0.560
3767,62,46,1,0.585
3768,62,47,0,0.583
3769,62,48,0,0.608
3770,62,49,0,0.638
3771,62,50,0,0.663
3772,62,51,0,0.605
3773,62,52,0,0.630
3774,62,53,0,0.660
3775,62,54,0,0.685
3776,62,55,1,0.360
3777,62,56,1,0.385
3778,62,57,1,0.415
3779,62,58,1,0.440
3780,62,59,1,0.382
3781,62,60,1,0.407
3782,62,61,1,0.437
3783,62,62,1,0.462
3784,61,62,1,0.460
3785,60,62,1,0.484
3786,59,62,1,0.514
3787,58,62,1,0.539
3788,57,62,1,0.482
3789,56,62,1,0.507
3790,55,62,1,0.537
3791,54,62,1,0.562
3792,53,62,1,0.435
3793,52,62,1,0.460
3794,51,62,1,0.489
3795,50,62,1,0.514
3796,49,62,1,0.457
3797,48,62,1,0.482
3798,47,62,1,0.512
3799,46,62,1,0.537
3800,45,62,1,0.534
3801,44,62,1,0.559
3802,43,62,1,0.589
3803,42,62,1,0.614
3804,41,62,1,0.557
3805,40,62,1,0.582
3806,39,62,1,0.611
3807,38,62,1,0.636
3808,37,62,1,0.460
3809,36,62,1,0.484
3810,35,62,1,0.514
3811,34,62,1,0.539
3812,33,62,1,0.482
3813,32,62,1,0.507
3814,31,62,1,0.537
3815,30,62,1,0.562
3816,29,62,1,0.559
3817,28,62,1,0.584
3818,27,62,1,0.614
3819,26,62,1,0.639
3820,25,62,1,0.582
3821,24,62,1,0.606
3822,23,62,0,0.636
3823,22,62,0,0.661
3824,21,62,1,0.534
3825,20,62,1,0.559
3826,19,62,1,0.589
3827,18,62,1,0.614
3828,17,62,1,0.557
3829,16,62,1,0.582
3830,15,62,0,0.611
3831,14,62,0,0.636
3832,13,62,0,0.634
3833,12,62,0,0.659
3834,11,62,0,0.689
3835,10,62,0,0.714
3836,9,62,0,0.656
3837,8,62,0,0.681
3838,7,62,0,0.711
3839,6,62,0,0.736
3840,5,62,1,0.319
3841,4,62,1,0.344
3842,3,62,1,0.374
3843,2,62,1,0.399
3844,1,62,1,0.341
3845,1,63,1,0.366
3846,2,63,1,0.396
3847,3,63,1,0.421
3848,4,63,1,0.418
3849,5,63,1,0.443
3850,6,63,1,0.473
3851,7,63,1,0.498
3852,8,63,1,0.441
3853,9,63,1,0.466
3854,10,63,1,0.496
3855,11,63,1,0.521
3856,12,63,1,0.394
3857,13,63,1,0.418
